productName|link|logo|productId|ranking|company_name|annualFee|badges1|badges2|badges3|badges4|balanceTransfer|bankName|cardProvider|cardType|currency|hasAirMiles|hasCashBack|hasPetrolRewards|hasPoints|interestRate|keyBenefit1|keyBenefit2|keyBenefit3|logoAltText|lowInterestThreshold|minMonthlyIncome|premium|cashBackRewardsRetail|cashBackRewardsSpecial|cashBackRewardsHotels|milesRewardsEnrichMiles|pointRewardsRetail|language|hasOctopus|hasPromotion|promoText|promoExpiry||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Platinum MasterCard|https://iservice.boccc.com.hk/OCAWEB/startApplication.do|bank-of-china-platinum-mastercard.jpg||1|9|0|||||0|Bank of China|MasterCard|personal|HKD|FALSE|TRUE|FALSE|TRUE|34.49|First 2 years annual fees waived|Unique Reward Programme|Speical Offer from Lotus Tours|Bank of China MasterCard Platinum MasterCard|32|150000|FALSE|0.5|200 Gift Points = HK$1 Cash Dollar|Yes|0|1 HK$ spend=1 Gift Point|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡|https://iservice.boccc.com.hk/OCAWEB/startApplication.do|bank-of-china-platinum-mastercard.jpg||1|44|0|||||0|中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行|MasterCard|personal|HKD|FALSE|TRUE|FALSE|TRUE|34.49|豁免首2年年費|獨特獎賞計劃獨特獎賞計劃獨特獎賞計劃獨特獎賞計劃獨特獎賞計劃獨特獎賞計劃獨特獎賞計劃|安達旅運獨特優惠安達旅運獨特優惠安達旅運獨特優惠安達旅運獨特優惠安達旅運獨特優惠安達旅運獨特優惠安達旅運獨特優惠|中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行 MasterCard 萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡萬事達白金卡|32|150000|FALSE|0.5|每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣|Yes|0|1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Visa Platinum Card|https://iservice.boccc.com.hk/OCAWEB/startApplication.do|bank-of-china-platinum-visa-card.jpg||1|9|0|||||0|Bank of China|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|34.49|First 2 years annual fees waived|Unique Reward Programme|Speical Offer from Lotus Tours|Bank of China Visa Visa Platinum Card|32|150000|FALSE|0.5|200 Gift Points = HK$1 Cash Dollar|Yes|0|1 HK$ spend=1 Gift Point|en|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡|https://iservice.boccc.com.hk/OCAWEB/startApplication.do|bank-of-china-platinum-visa-card.jpg||1|44|0|||||0|中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|34.49|豁免首2年年費|獨特獎賞計劃獨特獎賞計劃獨特獎賞計劃獨特獎賞計劃獨特獎賞計劃獨特獎賞計劃獨特獎賞計劃|安達旅運獨特優惠安達旅運獨特優惠安達旅運獨特優惠安達旅運獨特優惠安達旅運獨特優惠安達旅運獨特優惠安達旅運獨特優惠|中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行 Visa Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡|32|150000|FALSE|0.5|每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣每200簽帳積分 = HK$1現金折扣|Yes|0|1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分|zh|TRUE|FALSE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sino Visa Platinum Card|http://www.sino-club.com/files/file/hk/form/bocsinovisaappyform_en.pdf|bank-of-china-sino-visa-platinum-card.jpg||1|9|0|||||0|Bank of China|Visa|personal|HKD|FALSE|TRUE|FALSE|FALSE|34.49| Perpetual annual fee waiver for the main and the additional cardholders|Exclusive Sino Group privileges including 15000 Gift Points = HK$100 Cash Dollar||Bank of China Visa Sino Visa Platinum Card|32|150000|FALSE|0.66||Yes|0||en|TRUE|TRUE|Welcome gift: OTO e-Shiatsu or Lightweight edition 20” travel trolley or Interest-free cash installment loan up to HK$80000|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
信和Visa白金卡信和Visa白金卡信和Visa白金卡信和Visa白金卡信和Visa白金卡信和Visa白金卡信和Visa白金卡|http://www.sino-club.com/files/file/hk/form/bocsinovisaappyform_en.pdf|bank-of-china-sino-visa-platinum-card.jpg||1|44|0|||||0|中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行|Visa|personal|HKD|FALSE|TRUE|FALSE|FALSE|34.49|主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費|信和集團旗下商場消費購物即可以15000積分換取HK$100現金回贈||中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行 Visa 信和Visa白金卡信和Visa白金卡信和Visa白金卡信和Visa白金卡信和Visa白金卡信和Visa白金卡信和Visa白金卡|32|150000|FALSE|0.66||Yes|0||zh|TRUE|TRUE|迎新禮品：OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sogo Visa Platinum Card|https://iservice.boccc.com.hk/OCAWEB/startApplication.do|bank-of-china-sogo-visa-platinum-card.jpg||1|9|0|||||0|Bank of China|Visa|personal|HKD|FALSE|TRUE|FALSE|FALSE|34.49| Perpetual annual fee waiver for the main and the additional cardholders|Visa payWave Contactless Payment ||Bank of China Visa Sogo Visa Platinum Card|32|150000|FALSE|5||Yes|0||en|TRUE|TRUE|Welcome gift: HK$200 SOGO Gift Certificate or OTO e-Shiatsu or Lightweight edition 20” travel trolley or Interest-free cash installment loan up to HK$80000Welcome gift: HK$200 SOGO Gift |31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
崇光Visa白金卡崇光Visa白金卡崇光Visa白金卡崇光Visa白金卡崇光Visa白金卡崇光Visa白金卡崇光Visa白金卡|https://iservice.boccc.com.hk/OCAWEB/startApplication.do|bank-of-china-sogo-visa-platinum-card.jpg||1|44|0|||||0|中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行|Visa|personal|HKD|FALSE|TRUE|FALSE|FALSE|34.49|主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費主卡及附屬卡均可享永久豁免年費|可於全港使用Visa payWave感應式支付可於全港使用Visa payWave感應式支付可於全港使用Visa payWave感應式支付可於全港使用Visa payWave感應式支付可於全港使用Visa payWave感應式支付可於全港使用Visa payWave感應式支付可於全港使用Visa payWave感應式支付||中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行 Visa 崇光Visa白金卡崇光Visa白金卡崇光Visa白金卡崇光Visa白金卡崇光Visa白金卡崇光Visa白金卡崇光Visa白金卡|32|150000|FALSE|5||Yes|0||zh|TRUE|TRUE|迎新禮品：HK$200崇光購物禮券或OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：HK$200崇光購物禮券或OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：HK$200崇光購物禮券或OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：HK$200崇光購物禮券或OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：HK$200崇光購物禮券或OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：HK$200崇光購物禮券或OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」迎新禮品：HK$200崇光購物禮券或OTO e-Shiatsu 指壓按摩師或輕型版 20”手拖喼或高達HK$80000免息免手續費「現金分期」|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Visa Platinum Business Card|http://www.boci.com.hk/pdf/eng/card/corporate_form.pdf|bank-of-china-visa-platinum-business-card.jpg||1|9|0|||||0|Bank of China|Visa|business|HKD|FALSE|TRUE|FALSE|TRUE|34.49|Interest-free Purchase Instalment Program at over 4000 shops in Hong Kong|Comprehensive business travel and merchant privilege offers|Complimentary Plaza Premium Lounge Services|Bank of China Visa Visa Platinum Business Card|32|0|FALSE|0.5||Yes|0|1 HK$ spend=1 Gift Point|en|FALSE|TRUE|First 2 years annual fees waived|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Visa白金商務卡Visa白金商務卡Visa白金商務卡Visa白金商務卡Visa白金商務卡Visa白金商務卡Visa白金商務卡|http://www.boci.com.hk/pdf/chi/card/corporate_form.pdf|bank-of-china-visa-platinum-business-card.jpg||1|44|0|||||0|中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行|Visa|business|HKD|FALSE|TRUE|FALSE|TRUE|34.49|於全港超過4000家商戶分店免息分期消費於全港超過4000家商戶分店免息分期消費於全港超過4000家商戶分店免息分期消費於全港超過4000家商戶分店免息分期消費於全港超過4000家商戶分店免息分期消費於全港超過4000家商戶分店免息分期消費於全港超過4000家商戶分店免息分期消費|全面商務旅運專享優惠全面商務旅運專享優惠全面商務旅運專享優惠全面商務旅運專享優惠全面商務旅運專享優惠全面商務旅運專享優惠全面商務旅運專享優惠|免費環亞機場貴賓候機室服務免費環亞機場貴賓候機室服務免費環亞機場貴賓候機室服務免費環亞機場貴賓候機室服務免費環亞機場貴賓候機室服務免費環亞機場貴賓候機室服務免費環亞機場貴賓候機室服務|中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行中國銀行 Visa Visa白金商務卡Visa白金商務卡Visa白金商務卡Visa白金商務卡Visa白金商務卡Visa白金商務卡Visa白金商務卡|32|0|FALSE|0.5||Yes|0|1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分1港幣消費=1分|zh|FALSE|TRUE|豁免首2年年費|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CUP Dual Currency Diamond Card|http://www.bankcomm.com.hk/mediafiles/documents/CUPAppform.pdf|bank-of-communication-cup-dual-currency-diamond-credit-card.jpg||1|10|0|||||0|Bank of Communications|UnionPay|personal|Dual|TRUE|FALSE|FALSE|TRUE|34.49|Permanent Annual Fee Waiver|Exclusive China Fast Track Flight Services||10 UnionPay CUP Dual Currency Diamond Card|32|150000|FALSE|0||Yes|6|2X Bonus Points for overseas and China spending|en|TRUE|TRUE|Online exclusive HK$25 Starbucks Coffee Voucher and welcome gift: GrandaZ Bread Maker or Panasonic cordless phone or Casablanca Cotton Double Bedding Set|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
銀聯雙幣鑽石卡銀聯雙幣鑽石卡銀聯雙幣鑽石卡銀聯雙幣鑽石卡銀聯雙幣鑽石卡銀聯雙幣鑽石卡銀聯雙幣鑽石卡|http://www.bankcomm.com.hk/mediafiles/documents/CUPAppform.pdf|bank-of-communication-cup-dual-currency-diamond-credit-card.jpg||1|43|0|||||0|交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行|UnionPay|personal|Dual|TRUE|FALSE|FALSE|TRUE|34.49|永久豁免年費|China Fast Track 尊貴航空服務China Fast Track 尊貴航空服務China Fast Track 尊貴航空服務China Fast Track 尊貴航空服務China Fast Track 尊貴航空服務China Fast Track 尊貴航空服務China Fast Track 尊貴航空服務||交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行 UnionPay 銀聯雙幣鑽石卡銀聯雙幣鑽石卡銀聯雙幣鑽石卡銀聯雙幣鑽石卡銀聯雙幣鑽石卡銀聯雙幣鑽石卡銀聯雙幣鑽石卡|32|150000|FALSE|0||Yes|6|海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分|zh|TRUE|TRUE|網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ麵包機或Panasonic室內無線電話或Casablanca雙人全棉床笠枕袋套裝網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ麵包機或Panasonic室內無線電話或Casablanca雙人全棉床笠枕袋套裝網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ麵包機或Panasonic室內無線電話或Casablanca雙人全棉床笠枕袋套裝網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ麵包機或Panasonic室內無線電話或Casablanca雙人全棉床笠枕袋套裝網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ麵包機或Panasonic室內無線電話或Casablanca雙人全棉床笠枕袋套裝網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ麵包機或Panasonic室內無線電話或Casablanca雙人全棉床笠枕袋套裝網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ麵包機或Panasonic室內無線電話或Casablanca雙人全棉床笠枕袋套裝|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Visa Platinum Card|http://www.bankcomm.com.hk/mediafiles/documents/platinum_en.pdf|bank-of-communication-platinum-credit-card.jpg||1|10|0|||||0|Bank of Communications|Visa|personal|HKD|TRUE|TRUE|FALSE|TRUE|34.49|5-year annual fee waiver|Priority Pass worldwide airport VIP lounge program||10 Visa Visa Platinum Card|32|150000|FALSE|0.8|2X Cash Rebate for overseas and China spending|Yes|6|2X Bonus Points for overseas and China spending|en|TRUE|TRUE|Online exclusive HK$25 Starbucks Coffee Voucher and welcome gift: Grandaz Luggage Set or Smartech Digital Oscillating Tower Fan or HK$300 Supermarket Voucher or Up to HK$50000 Interest-free Cash Instalment Plan|31/10/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡|http://www.bankcomm.com.hk/mediafiles/documents/platinum_en.pdf|bank-of-communication-platinum-credit-card.jpg||1|43|0|||||0|交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行|Visa|personal|HKD|TRUE|TRUE|FALSE|TRUE|34.49|豁免首5年年費|Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃||交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行 Visa Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡Visa白金卡|32|150000|FALSE|0.8|海外及國內簽賬享雙倍現金回贈|Yes|6|海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分|zh|TRUE|TRUE|網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ旅行喼套裝或Smartech環保直立式風扇或HK$300超市禮券或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ旅行喼套裝或Smartech環保直立式風扇或HK$300超市禮券或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ旅行喼套裝或Smartech環保直立式風扇或HK$300超市禮券或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ旅行喼套裝或Smartech環保直立式風扇或HK$300超市禮券或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ旅行喼套裝或Smartech環保直立式風扇或HK$300超市禮券或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ旅行喼套裝或Smartech環保直立式風扇或HK$300超市禮券或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：GrandaZ旅行喼套裝或Smartech環保直立式風扇或HK$300超市禮券或高達HK$50000免息免手續費現金分期|31/10/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Go-Goal Visa Platinum Card|http://www.bankcomm.com.hk/mediafiles/documents/go_goal_form.pdf|bank-of-communication-go-goal-platinum-card.jpg||1|10|0|||||0|Bank of Communications|Visa|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.49|Permanent Annual Fee Waiver|Priority Pass worldwide airport VIP lounge program|18% and 22% annual interest rate for retail first five years and cash advance first year|10 Visa Go-Goal Visa Platinum Card|32|150000|FALSE|0||Yes|6|2X Bonus Points for overseas and China spending|en|TRUE|TRUE|Online exclusive HK$25 Starbucks Coffee Voucher and welcome gift: 6 UA movie vouchers or 60000 Bonus Points or up to HK$50000 Interest free cash installment plan|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Go-Goal 白金Visa卡Go-Goal 白金Visa卡Go-Goal 白金Visa卡Go-Goal 白金Visa卡Go-Goal 白金Visa卡Go-Goal 白金Visa卡Go-Goal 白金Visa卡|http://www.bankcomm.com.hk/mediafiles/documents/go_goal_form.pdf|bank-of-communication-go-goal-platinum-card.jpg||1|43|0|||||0|交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行|Visa|personal|HKD|TRUE|FALSE|FALSE|TRUE|34.49|永久豁免年費|Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃Priority Pass 全球機場貴賓室服務計劃|開戶首五年消費簽賬及現金透支年利率為18%及22%開戶首五年消費簽賬及現金透支年利率為18%及22%開戶首五年消費簽賬及現金透支年利率為18%及22%開戶首五年消費簽賬及現金透支年利率為18%及22%開戶首五年消費簽賬及現金透支年利率為18%及22%開戶首五年消費簽賬及現金透支年利率為18%及22%開戶首五年消費簽賬及現金透支年利率為18%及22%|交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行 Visa Go-Goal 白金Visa卡Go-Goal 白金Visa卡Go-Goal 白金Visa卡Go-Goal 白金Visa卡Go-Goal 白金Visa卡Go-Goal 白金Visa卡Go-Goal 白金Visa卡|32|150000|FALSE|0||Yes|6|海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分海外及國內簽賬享雙倍積分|zh|TRUE|TRUE|網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：6張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：6張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：6張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：6張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：6張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：6張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：6張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Go-Goal Visa Gold Card|http://www.bankcomm.com.hk/mediafiles/documents/go_goal_form.pdf|bank-of-communication-go-goal-gold-card.jpg||1|10|0|||||0|Bank of Communications|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|34.49|Permanent Annual Fee Waiver|18% and 22% annual interest rate for retail first years and cash advance first year||10 Visa Go-Goal Visa Gold Card|32|48000|FALSE|0.4|$250=HK$1 Cash Rebate|Yes|0|1 HK$ spend=1 Gift Point|en|TRUE|TRUE|Online exclusive HK$25 Starbucks Coffee Voucher and welcome gift: 4 UA movie vouchers or 60000 Bonus Points or up to HK$50000 Interest free cash installment plan|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Go-Goal Visa金卡Go-Goal Visa金卡Go-Goal Visa金卡Go-Goal Visa金卡Go-Goal Visa金卡Go-Goal Visa金卡|http://www.bankcomm.com.hk/mediafiles/documents/go_goal_form.pdf|bank-of-communication-go-goal-gold-card.jpg||1|43|0|||||0|交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行|Visa|personal|HKD|FALSE|TRUE|FALSE|TRUE|34.49|永久豁免年費|開戶首年消費簽賬及現金透支年利率為18%及22%開戶首年消費簽賬及現金透支年利率為18%及22%開戶首年消費簽賬及現金透支年利率為18%及22%開戶首年消費簽賬及現金透支年利率為18%及22%開戶首年消費簽賬及現金透支年利率為18%及22%開戶首年消費簽賬及現金透支年利率為18%及22%||交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行 Visa Go-Goal Visa金卡Go-Goal Visa金卡Go-Goal Visa金卡Go-Goal Visa金卡Go-Goal Visa金卡Go-Goal Visa金卡|32|48000|FALSE|0.4|$250=港幣$1 現金回贈$250=港幣$1 現金回贈$250=港幣$1 現金回贈$250=港幣$1 現金回贈$250=港幣$1 現金回贈$250=港幣$1 現金回贈|Yes|0|每HK$1簽賬可獲1分|zh|TRUE|TRUE|網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Go-Goal Visa Classic Card|http://www.bankcomm.com.hk/mediafiles/documents/go_goal_form.pdf|bank-of-communication-go-goal-classic-(pearl&green)-card.jpg||1|10|0|||||0|Bank of Communications|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|34.49|Permanent Annual Fee Waiver|18% and 22% annual interest rate for retail first years and cash advance first year||10 Visa Go-Goal Visa Classic Card|32|48000|FALSE|0||Yes|0|1 HK$ spend=1 Gift Point|en|TRUE|TRUE|Online exclusive HK$25 Starbucks Coffee Voucher and welcome gift: 4 UA movie vouchers or 60000 Bonus Points or up to HK$50000 Interest free cash installment plan|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Go-Goal Visa普通卡Go-Goal Visa普通卡Go-Goal Visa普通卡Go-Goal Visa普通卡Go-Goal Visa普通卡Go-Goal Visa普通卡|http://www.bankcomm.com.hk/mediafiles/documents/go_goal_form.pdf|bank-of-communication-go-goal-classic-(pearl&green)-card.jpg||1|43|0|||||0|交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行|Visa|personal|HKD|FALSE|FALSE|FALSE|TRUE|34.49|永久豁免年費|開戶首年消費簽賬及現金透支年利率為18%及22%開戶首年消費簽賬及現金透支年利率為18%及22%開戶首年消費簽賬及現金透支年利率為18%及22%開戶首年消費簽賬及現金透支年利率為18%及22%開戶首年消費簽賬及現金透支年利率為18%及22%開戶首年消費簽賬及現金透支年利率為18%及22%||交通銀行交通銀行交通銀行交通銀行交通銀行交通銀行 Visa Go-Goal Visa普通卡Go-Goal Visa普通卡Go-Goal Visa普通卡Go-Goal Visa普通卡Go-Goal Visa普通卡Go-Goal Visa普通卡|32|48000|FALSE|0||Yes|0|每HK$1簽賬可獲1分|zh|TRUE|TRUE|網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期網上下載申請表額外獲贈HK$25星巴克禮券迎新禮品：4張UA電影禮券或60000獎賞積分或高達HK$50000免息免手續費現金分期|31/12/2013||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
